DateTime,HalfHour,Consumption,Temperature
2012-01-03 20:30:00,41,71275.0,8.983
2012-01-03 21:00:00,42,69189.0,8.854
2012-01-03 21:30:00,43,66829.0,8.742
2012-01-03 22:00:00,44,64861.0,8.63
2012-01-03 22:30:00,45,64898.0,8.518
2012-01-03 23:00:00,46,66939.0,8.406
2012-01-03 23:30:00,47,65479.0,8.294
2012-01-04 00:00:00,0,65081.0,8.182
2012-01-04 00:30:00,1,63129.0,8.141
2012-01-04 01:00:00,2,60564.0,8.1
2012-01-04 01:30:00,3,60194.0,8.059
2012-01-04 02:00:00,4,59709.0,8.018
2012-01-04 02:30:00,5,59353.0,7.977
2012-01-04 03:00:00,6,57569.0,7.936
2012-01-04 03:30:00,7,56545.0,7.842
2012-01-04 04:00:00,8,55655.0,7.748
2012-01-04 04:30:00,9,55628.0,7.654
2012-01-04 05:00:00,10,55992.0,7.56
2012-01-04 05:30:00,11,57863.0,7.466
2012-01-04 06:00:00,12,59642.0,7.372
2012-01-04 06:30:00,13,63366.0,7.393
2012-01-04 07:00:00,14,66855.0,7.414
2012-01-04 07:30:00,15,69997.0,7.435
2012-01-04 08:00:00,16,71959.0,7.456
2012-01-04 08:30:00,17,73326.0,7.476
2012-01-04 09:00:00,18,73197.0,7.497
2012-01-04 09:30:00,19,73257.0,7.862
2012-01-04 10:00:00,20,73373.0,8.226
2012-01-04 10:30:00,21,73244.0,8.59
2012-01-04 11:00:00,22,72955.0,8.954
2012-01-04 11:30:00,23,73046.0,9.318
2012-01-04 12:00:00,24,73199.0,9.682
2012-01-04 12:30:00,25,72394.0,9.671
2012-01-04 13:00:00,26,72381.0,9.661
2012-01-04 13:30:00,27,71342.0,9.65
2012-01-04 14:00:00,28,70932.0,9.639
2012-01-04 14:30:00,29,70657.0,9.629
2012-01-04 15:00:00,30,69402.0,9.618
2012-01-04 15:30:00,31,68648.0,9.329
2012-01-04 16:00:00,32,68710.0,9.041
2012-01-04 16:30:00,33,68859.0,8.753
2012-01-04 17:00:00,34,69470.0,8.464
2012-01-04 17:30:00,35,72475.0,8.176
2012-01-04 18:00:00,36,75482.0,7.887
2012-01-04 18:30:00,37,76912.0,7.862
2012-01-04 19:00:00,38,78337.0,7.838
2012-01-04 19:30:00,39,77173.0,7.813
2012-01-04 20:00:00,40,75281.0,7.788
2012-01-04 20:30:00,41,72985.0,7.763
2012-01-04 21:00:00,42,70927.0,7.738
2012-01-04 21:30:00,43,68726.0,7.758
2012-01-04 22:00:00,44,66808.0,7.777
2012-01-04 22:30:00,45,66878.0,7.796
2012-01-04 23:00:00,46,68550.0,7.815
2012-01-04 23:30:00,47,67376.0,7.835
2012-01-05 00:00:00,0,67042.0,7.854
2012-01-05 00:30:00,1,65123.0,7.887
2012-01-05 01:00:00,2,62447.0,7.92
2012-01-05 01:30:00,3,62331.0,7.953
2012-01-05 02:00:00,4,61889.0,7.985
2012-01-05 02:30:00,5,61501.0,8.018
2012-01-05 03:00:00,6,59574.0,8.051
2012-01-05 03:30:00,7,58245.0,8.091
2012-01-05 04:00:00,8,57258.0,8.132
2012-01-05 04:30:00,9,56923.0,8.172
2012-01-05 05:00:00,10,57286.0,8.212
2012-01-05 05:30:00,11,58897.0,8.252
2012-01-05 06:00:00,12,60585.0,8.292
2012-01-05 06:30:00,13,64353.0,8.452
2012-01-05 07:00:00,14,68131.0,8.612
2012-01-05 07:30:00,15,71594.0,8.772
2012-01-05 08:00:00,16,73668.0,8.932
2012-01-05 08:30:00,17,74133.0,9.091
2012-01-05 09:00:00,18,73766.0,9.251
2012-01-05 09:30:00,19,73823.0,9.466
2012-01-05 10:00:00,20,74185.0,9.681
2012-01-05 10:30:00,21,74003.0,9.896
2012-01-05 11:00:00,22,74216.0,10.111
2012-01-05 11:30:00,23,74870.0,10.326
2012-01-05 12:00:00,24,75254.0,10.541
2012-01-05 12:30:00,25,74300.0,10.541
2012-01-05 13:00:00,26,74754.0,10.542
2012-01-05 13:30:00,27,73703.0,10.542
2012-01-05 14:00:00,28,73365.0,10.543
2012-01-05 14:30:00,29,73063.0,10.543
2012-01-05 15:00:00,30,71711.0,10.544
2012-01-05 15:30:00,31,71008.0,10.446
2012-01-05 16:00:00,32,70471.0,10.349
2012-01-05 16:30:00,33,70570.0,10.251
2012-01-05 17:00:00,34,71096.0,10.154
2012-01-05 17:30:00,35,73496.0,10.056
2012-01-05 18:00:00,36,75752.0,9.959
2012-01-05 18:30:00,37,76939.0,9.829
2012-01-05 19:00:00,38,78351.0,9.698
2012-01-05 19:30:00,39,76928.0,9.568
2012-01-05 20:00:00,40,74868.0,9.438
2012-01-05 20:30:00,41,72432.0,9.307
2012-01-05 21:00:00,42,70197.0,9.177
2012-01-05 21:30:00,43,68036.0,8.939
2012-01-05 22:00:00,44,66269.0,8.7
2012-01-05 22:30:00,45,66070.0,8.462
2012-01-05 23:00:00,46,68169.0,8.224
2012-01-05 23:30:00,47,66910.0,7.986
2012-01-06 00:00:00,0,66515.0,7.747
2012-01-06 00:30:00,1,64862.0,7.65
2012-01-06 01:00:00,2,62255.0,7.553
2012-01-06 01:30:00,3,62045.0,7.455
2012-01-06 02:00:00,4,61719.0,7.358
2012-01-06 02:30:00,5,61353.0,7.261
2012-01-06 03:00:00,6,59581.0,7.163
2012-01-06 03:30:00,7,58304.0,7.024
2012-01-06 04:00:00,8,57826.0,6.885
2012-01-06 04:30:00,9,57537.0,6.746
2012-01-06 05:00:00,10,57796.0,6.607
2012-01-06 05:30:00,11,59681.0,6.467
2012-01-06 06:00:00,12,61779.0,6.328
2012-01-06 06:30:00,13,65498.0,6.342
2012-01-06 07:00:00,14,69177.0,6.356
2012-01-06 07:30:00,15,72993.0,6.369
2012-01-06 08:00:00,16,75602.0,6.383
2012-01-06 08:30:00,17,75911.0,6.397
2012-01-06 09:00:00,18,75426.0,6.41
2012-01-06 09:30:00,19,75438.0,6.779
2012-01-06 10:00:00,20,75158.0,7.147
2012-01-06 10:30:00,21,74760.0,7.516
2012-01-06 11:00:00,22,74261.0,7.884
2012-01-06 11:30:00,23,74252.0,8.253
2012-01-06 12:00:00,24,74132.0,8.621
2012-01-06 12:30:00,25,73083.0,8.613
2012-01-06 13:00:00,26,73411.0,8.605
2012-01-06 13:30:00,27,72099.0,8.598
2012-01-06 14:00:00,28,71268.0,8.59
2012-01-06 14:30:00,29,70772.0,8.582
2012-01-06 15:00:00,30,69303.0,8.574
2012-01-06 15:30:00,31,68379.0,8.126
2012-01-06 16:00:00,32,67930.0,7.679
2012-01-06 16:30:00,33,67558.0,7.231
2012-01-06 17:00:00,34,68211.0,6.783
2012-01-06 17:30:00,35,71209.0,6.335
2012-01-06 18:00:00,36,75129.0,5.887
2012-01-06 18:30:00,37,76530.0,5.766
2012-01-06 19:00:00,38,77587.0,5.644
2012-01-06 19:30:00,39,76417.0,5.523
2012-01-06 20:00:00,40,74898.0,5.402
2012-01-06 20:30:00,41,72679.0,5.28
2012-01-06 21:00:00,42,70831.0,5.159
2012-01-06 21:30:00,43,69141.0,5.141
2012-01-06 22:00:00,44,67591.0,5.122
2012-01-06 22:30:00,45,68082.0,5.104
2012-01-06 23:00:00,46,70058.0,5.085
2012-01-06 23:30:00,47,68818.0,5.067
2012-01-07 00:00:00,0,68419.0,5.049
2012-01-07 00:30:00,1,66338.0,5.092
2012-01-07 01:00:00,2,63504.0,5.135
2012-01-07 01:30:00,3,62899.0,5.178
2012-01-07 02:00:00,4,62078.0,5.221
2012-01-07 02:30:00,5,61666.0,5.265
2012-01-07 03:00:00,6,59560.0,5.308
2012-01-07 03:30:00,7,58130.0,5.385
2012-01-07 04:00:00,8,56798.0,5.463
2012-01-07 04:30:00,9,56453.0,5.541
2012-01-07 05:00:00,10,55915.0,5.619
2012-01-07 05:30:00,11,56546.0,5.697
2012-01-07 06:00:00,12,57062.0,5.774
2012-01-07 06:30:00,13,58050.0,5.968
2012-01-07 07:00:00,14,58897.0,6.162
2012-01-07 07:30:00,15,60281.0,6.355
2012-01-07 08:00:00,16,61628.0,6.549
2012-01-07 08:30:00,17,62718.0,6.742
2012-01-07 09:00:00,18,63624.0,6.936
2012-01-07 09:30:00,19,64926.0,7.369
2012-01-07 10:00:00,20,65689.0,7.802
2012-01-07 10:30:00,21,66243.0,8.235
2012-01-07 11:00:00,22,66162.0,8.668
2012-01-07 11:30:00,23,66581.0,9.1
2012-01-07 12:00:00,24,67104.0,9.533
2012-01-07 12:30:00,25,67505.0,9.587
2012-01-07 13:00:00,26,68135.0,9.641
2012-01-07 13:30:00,27,66509.0,9.695
2012-01-07 14:00:00,28,64963.0,9.749
2012-01-07 14:30:00,29,64347.0,9.803
2012-01-07 15:00:00,30,62847.0,9.856
2012-01-07 15:30:00,31,61778.0,9.631
2012-01-07 16:00:00,32,60980.0,9.405
2012-01-07 16:30:00,33,60584.0,9.179
2012-01-07 17:00:00,34,61245.0,8.954
2012-01-07 17:30:00,35,63580.0,8.728
2012-01-07 18:00:00,36,66505.0,8.503
2012-01-07 18:30:00,37,67797.0,8.432
2012-01-07 19:00:00,38,68591.0,8.361
2012-01-07 19:30:00,39,68202.0,8.29
2012-01-07 20:00:00,40,66977.0,8.219
2012-01-07 20:30:00,41,65510.0,8.148
2012-01-07 21:00:00,42,63837.0,8.077
2012-01-07 21:30:00,43,62461.0,8.014
2012-01-07 22:00:00,44,61474.0,7.95
2012-01-07 22:30:00,45,62041.0,7.887
2012-01-07 23:00:00,46,64672.0,7.824
2012-01-07 23:30:00,47,63896.0,7.761
2012-01-08 00:00:00,0,63684.0,7.697
2012-01-08 00:30:00,1,62093.0,7.647
2012-01-08 01:00:00,2,59359.0,7.597
2012-01-08 01:30:00,3,59015.0,7.547
2012-01-08 02:00:00,4,58290.0,7.497
2012-01-08 02:30:00,5,57715.0,7.447
2012-01-08 03:00:00,6,55538.0,7.397
2012-01-08 03:30:00,7,53693.0,7.395
2012-01-08 04:00:00,8,52530.0,7.393
2012-01-08 04:30:00,9,51617.0,7.391
2012-01-08 05:00:00,10,51150.0,7.389
2012-01-08 05:30:00,11,51404.0,7.387
2012-01-08 06:00:00,12,51379.0,7.385
2012-01-08 06:30:00,13,52125.0,7.466
2012-01-08 07:00:00,14,52386.0,7.547
2012-01-08 07:30:00,15,53284.0,7.628
2012-01-08 08:00:00,16,54044.0,7.709
2012-01-08 08:30:00,17,54776.0,7.791
2012-01-08 09:00:00,18,55870.0,7.872
2012-01-08 09:30:00,19,57183.0,8.138
2012-01-08 10:00:00,20,58726.0,8.404
2012-01-08 10:30:00,21,59889.0,8.671
2012-01-08 11:00:00,22,60838.0,8.937
2012-01-08 11:30:00,23,61774.0,9.203
2012-01-08 12:00:00,24,62643.0,9.469
2012-01-08 12:30:00,25,63745.0,9.434
2012-01-08 13:00:00,26,64381.0,9.398
2012-01-08 13:30:00,27,62448.0,9.363
2012-01-08 14:00:00,28,60690.0,9.327
2012-01-08 14:30:00,29,59702.0,9.292
2012-01-08 15:00:00,30,58177.0,9.256
2012-01-08 15:30:00,31,57165.0,8.986
2012-01-08 16:00:00,32,56745.0,8.716
2012-01-08 16:30:00,33,56625.0,8.446
2012-01-08 17:00:00,34,57165.0,8.176
2012-01-08 17:30:00,35,59407.0,7.906
2012-01-08 18:00:00,36,62575.0,7.636
2012-01-08 18:30:00,37,64589.0,7.535
2012-01-08 19:00:00,38,66242.0,7.433
2012-01-08 19:30:00,39,66520.0,7.332
2012-01-08 20:00:00,40,66270.0,7.231
2012-01-08 20:30:00,41,65212.0,7.129
2012-01-08 21:00:00,42,63830.0,7.028
2012-01-08 21:30:00,43,62310.0,6.955
2012-01-08 22:00:00,44,61084.0,6.882
2012-01-08 22:30:00,45,61538.0,6.809
2012-01-08 23:00:00,46,63433.0,6.736
2012-01-08 23:30:00,47,62725.0,6.663
2012-01-09 00:00:00,0,62527.0,6.59
2012-01-09 00:30:00,1,60889.0,6.557
2012-01-09 01:00:00,2,58641.0,6.525
2012-01-09 01:30:00,3,58592.0,6.492
2012-01-09 02:00:00,4,58240.0,6.46
2012-01-09 02:30:00,5,58019.0,6.427
2012-01-09 03:00:00,6,56183.0,6.395
2012-01-09 03:30:00,7,54903.0,6.381
2012-01-09 04:00:00,8,53959.0,6.368
2012-01-09 04:30:00,9,54033.0,6.354
2012-01-09 05:00:00,10,54426.0,6.34
2012-01-09 05:30:00,11,56835.0,6.326
2012-01-09 06:00:00,12,58904.0,6.313
2012-01-09 06:30:00,13,63043.0,6.444
2012-01-09 07:00:00,14,67001.0,6.574
2012-01-09 07:30:00,15,70865.0,6.705
2012-01-09 08:00:00,16,72901.0,6.836
2012-01-09 08:30:00,17,73399.0,6.967
2012-01-09 09:00:00,18,73036.0,7.097
2012-01-09 09:30:00,19,73177.0,7.473
2012-01-09 10:00:00,20,73225.0,7.849
2012-01-09 10:30:00,21,72933.0,8.224
2012-01-09 11:00:00,22,72787.0,8.6
2012-01-09 11:30:00,23,73007.0,8.976
2012-01-09 12:00:00,24,73155.0,9.351
2012-01-09 12:30:00,25,72172.0,9.373
2012-01-09 13:00:00,26,72450.0,9.395
2012-01-09 13:30:00,27,71470.0,9.417
2012-01-09 14:00:00,28,70998.0,9.438
2012-01-09 14:30:00,29,70670.0,9.46
2012-01-09 15:00:00,30,68994.0,9.482
2012-01-09 15:30:00,31,68421.0,9.185
2012-01-09 16:00:00,32,68080.0,8.888
2012-01-09 16:30:00,33,67990.0,8.591
2012-01-09 17:00:00,34,68476.0,8.294
2012-01-09 17:30:00,35,70549.0,7.997
2012-01-09 18:00:00,36,73802.0,7.7
2012-01-09 18:30:00,37,75446.0,7.516
2012-01-09 19:00:00,38,77175.0,7.332
2012-01-09 19:30:00,39,76057.0,7.147
2012-01-09 20:00:00,40,74232.0,6.963
2012-01-09 20:30:00,41,71853.0,6.779
2012-01-09 21:00:00,42,69964.0,6.595
2012-01-09 21:30:00,43,67702.0,6.476
2012-01-09 22:00:00,44,65766.0,6.356
2012-01-09 22:30:00,45,65790.0,6.237
2012-01-09 23:00:00,46,67855.0,6.118
2012-01-09 23:30:00,47,66783.0,5.999
2012-01-10 00:00:00,0,66465.0,5.879
2012-01-10 00:30:00,1,64751.0,5.806
2012-01-10 01:00:00,2,61980.0,5.732
2012-01-10 01:30:00,3,61704.0,5.658
2012-01-10 02:00:00,4,61401.0,5.584
2012-01-10 02:30:00,5,61300.0,5.51
2012-01-10 03:00:00,6,59392.0,5.436
2012-01-10 03:30:00,7,58197.0,5.358
2012-01-10 04:00:00,8,57254.0,5.28
2012-01-10 04:30:00,9,57219.0,5.203
2012-01-10 05:00:00,10,57606.0,5.125
2012-01-10 05:30:00,11,59489.0,5.047
2012-01-10 06:00:00,12,61439.0,4.969
2012-01-10 06:30:00,13,65383.0,5.203
2012-01-10 07:00:00,14,69229.0,5.438
2012-01-10 07:30:00,15,73036.0,5.672
2012-01-10 08:00:00,16,75124.0,5.906
2012-01-10 08:30:00,17,75385.0,6.14
2012-01-10 09:00:00,18,74706.0,6.374
2012-01-10 09:30:00,19,74616.0,6.912
2012-01-10 10:00:00,20,74409.0,7.45
2012-01-10 10:30:00,21,74006.0,7.988
2012-01-10 11:00:00,22,73632.0,8.526
2012-01-10 11:30:00,23,73842.0,9.065
2012-01-10 12:00:00,24,73730.0,9.603
2012-01-10 12:30:00,25,72613.0,9.764
2012-01-10 13:00:00,26,72668.0,9.926
2012-01-10 13:30:00,27,71514.0,10.088
2012-01-10 14:00:00,28,70897.0,10.25
2012-01-10 14:30:00,29,70569.0,10.412
2012-01-10 15:00:00,30,69019.0,10.574
2012-01-10 15:30:00,31,68414.0,10.064
2012-01-10 16:00:00,32,68149.0,9.554
2012-01-10 16:30:00,33,67967.0,9.043
2012-01-10 17:00:00,34,68463.0,8.533
2012-01-10 17:30:00,35,70510.0,8.023
2012-01-10 18:00:00,36,73835.0,7.513
2012-01-10 18:30:00,37,75497.0,7.269
2012-01-10 19:00:00,38,77054.0,7.024
2012-01-10 19:30:00,39,76049.0,6.78
2012-01-10 20:00:00,40,74498.0,6.535
2012-01-10 20:30:00,41,72099.0,6.291
2012-01-10 21:00:00,42,70166.0,6.046
2012-01-10 21:30:00,43,67947.0,5.851
2012-01-10 22:00:00,44,66171.0,5.656
2012-01-10 22:30:00,45,66148.0,5.461
2012-01-10 23:00:00,46,68286.0,5.266
2012-01-10 23:30:00,47,66958.0,5.071
2012-01-11 00:00:00,0,66780.0,4.876
2012-01-11 00:30:00,1,64749.0,4.828
2012-01-11 01:00:00,2,62139.0,4.78
2012-01-11 01:30:00,3,61897.0,4.732
2012-01-11 02:00:00,4,61651.0,4.683
2012-01-11 02:30:00,5,61505.0,4.635
2012-01-11 03:00:00,6,59471.0,4.587
2012-01-11 03:30:00,7,58462.0,4.563
2012-01-11 04:00:00,8,57509.0,4.538
2012-01-11 04:30:00,9,57498.0,4.514
2012-01-11 05:00:00,10,57849.0,4.49
2012-01-11 05:30:00,11,59877.0,4.465
2012-01-11 06:00:00,12,61671.0,4.441
2012-01-11 06:30:00,13,65492.0,4.619
2012-01-11 07:00:00,14,68898.0,4.797
2012-01-11 07:30:00,15,72513.0,4.976
2012-01-11 08:00:00,16,74446.0,5.154
2012-01-11 08:30:00,17,75698.0,5.332
2012-01-11 09:00:00,18,75617.0,5.51
2012-01-11 09:30:00,19,75956.0,6.065
2012-01-11 10:00:00,20,75489.0,6.621
2012-01-11 10:30:00,21,75187.0,7.176
2012-01-11 11:00:00,22,74508.0,7.731
2012-01-11 11:30:00,23,74719.0,8.286
2012-01-11 12:00:00,24,74492.0,8.841
2012-01-11 12:30:00,25,73448.0,8.996
2012-01-11 13:00:00,26,73401.0,9.151
2012-01-11 13:30:00,27,72186.0,9.306
2012-01-11 14:00:00,28,71624.0,9.462
2012-01-11 14:30:00,29,71103.0,9.617
2012-01-11 15:00:00,30,69327.0,9.772
2012-01-11 15:30:00,31,68369.0,9.176
2012-01-11 16:00:00,32,68038.0,8.58
2012-01-11 16:30:00,33,67921.0,7.985
2012-01-11 17:00:00,34,68348.0,7.389
2012-01-11 17:30:00,35,70348.0,6.793
2012-01-11 18:00:00,36,74135.0,6.197
2012-01-11 18:30:00,37,76202.0,5.92
2012-01-11 19:00:00,38,77954.0,5.643
2012-01-11 19:30:00,39,77102.0,5.365
2012-01-11 20:00:00,40,75463.0,5.088
2012-01-11 20:30:00,41,73215.0,4.811
2012-01-11 21:00:00,42,71324.0,4.533
2012-01-11 21:30:00,43,69144.0,4.349
2012-01-11 22:00:00,44,67279.0,4.164
2012-01-11 22:30:00,45,67609.0,3.979
2012-01-11 23:00:00,46,69776.0,3.795
2012-01-11 23:30:00,47,68671.0,3.61
2012-01-12 00:00:00,0,68299.0,3.426
2012-01-12 00:30:00,1,66670.0,3.337
2012-01-12 01:00:00,2,64084.0,3.248
2012-01-12 01:30:00,3,63968.0,3.159
2012-01-12 02:00:00,4,63806.0,3.07
2012-01-12 02:30:00,5,63662.0,2.981
2012-01-12 03:00:00,6,61988.0,2.892
2012-01-12 03:30:00,7,60882.0,2.821
2012-01-12 04:00:00,8,60092.0,2.75
2012-01-12 04:30:00,9,59983.0,2.679
2012-01-12 05:00:00,10,60355.0,2.609
2012-01-12 05:30:00,11,62236.0,2.538
2012-01-12 06:00:00,12,64151.0,2.467
2012-01-12 06:30:00,13,68390.0,2.613
2012-01-12 07:00:00,14,72305.0,2.76
2012-01-12 07:30:00,15,76298.0,2.906
2012-01-12 08:00:00,16,78412.0,3.053
2012-01-12 08:30:00,17,78579.0,3.2
2012-01-12 09:00:00,18,78134.0,3.346
2012-01-12 09:30:00,19,78188.0,3.997
2012-01-12 10:00:00,20,78132.0,4.648
2012-01-12 10:30:00,21,77922.0,5.299
2012-01-12 11:00:00,22,77353.0,5.95
2012-01-12 11:30:00,23,77314.0,6.6
2012-01-12 12:00:00,24,77170.0,7.251
2012-01-12 12:30:00,25,75917.0,7.338
2012-01-12 13:00:00,26,75819.0,7.424
2012-01-12 13:30:00,27,74672.0,7.51
2012-01-12 14:00:00,28,73997.0,7.597
2012-01-12 14:30:00,29,73511.0,7.683
2012-01-12 15:00:00,30,71811.0,7.769
2012-01-12 15:30:00,31,70938.0,7.392
2012-01-12 16:00:00,32,70642.0,7.015
2012-01-12 16:30:00,33,70641.0,6.638
2012-01-12 17:00:00,34,71209.0,6.262
2012-01-12 17:30:00,35,73396.0,5.885
2012-01-12 18:00:00,36,76900.0,5.508
2012-01-12 18:30:00,37,78849.0,5.359
2012-01-12 19:00:00,38,80367.0,5.209
2012-01-12 19:30:00,39,79225.0,5.06
2012-01-12 20:00:00,40,77286.0,4.911
2012-01-12 20:30:00,41,75137.0,4.762
2012-01-12 21:00:00,42,72889.0,4.613
2012-01-12 21:30:00,43,70907.0,4.494
2012-01-12 22:00:00,44,68750.0,4.376
2012-01-12 22:30:00,45,68848.0,4.258
2012-01-12 23:00:00,46,70899.0,4.139
2012-01-12 23:30:00,47,69387.0,4.021
2012-01-13 00:00:00,0,69179.0,3.903
2012-01-13 00:30:00,1,67249.0,3.844
2012-01-13 01:00:00,2,64815.0,3.786
2012-01-13 01:30:00,3,64479.0,3.728
2012-01-13 02:00:00,4,64248.0,3.67
