Date,ASJO,AXVI,DAX,SPX,N225,NKVI.OS,STOXX50E,VIX,VDAX,V2TX
1990-02-23,,,1788.3900146484375,324.1499938964844,34890.96875,,,0.23690000534057618,,
1990-02-26,,,1764.06005859375,328.6700134277344,33321.87109375,,,0.23559999465942383,,
1990-02-27,,,1797.0400390625,330.260009765625,33897.94921875,,,0.22690000534057617,,
1990-02-28,,,1806.6300048828125,331.8900146484375,34591.98828125,,,0.21989999771118163,,
1990-03-01,,,1796.1800537109375,332.739990234375,33829.578125,,,0.21899999618530275,,
1990-03-02,,,1804.97998046875,335.5400085449219,34057.55859375,,,0.2134000015258789,,
1990-03-05,,,1838.1800537109375,333.739990234375,33845.19921875,,,0.22030000686645507,,
1990-03-06,,,1820.3599853515625,337.92999267578125,33791.078125,,,0.20549999237060546,,
1990-03-07,,,1841.9200439453125,336.95001220703125,33362.33984375,,,0.19100000381469726,,
1990-03-08,,,1861.949951171875,340.2699890136719,33690.890625,,,0.19739999771118164,,
1990-03-09,,,1858.8900146484375,337.92999267578125,33993.12109375,,,0.20299999237060548,,
1990-03-12,,,1843.739990234375,338.6700134277344,33368.23046875,,,0.2006999969482422,,
1990-03-13,,,1866.5699462890625,336.0,32620.5703125,,,0.21049999237060546,,
1990-03-14,,,1876.8900146484375,336.8699951171875,32352.130859375,,,0.19649999618530273,,
1990-03-15,,,1884.260009765625,338.07000732421875,32671.640625,,,0.18809999465942384,,
1990-03-16,,,1881.97998046875,341.9100036621094,32616.439453125,,,0.176200008392334,,
1990-03-19,,,1924.56005859375,343.5299987792969,31263.240234375,,,0.18290000915527344,,
1990-03-20,,,1903.300048828125,341.57000732421875,30807.189453125,,,0.19059999465942382,,
1990-03-21,,,1930.6700439453125,339.739990234375,,,,0.20100000381469726,,
1990-03-22,,,1931.75,335.69000244140625,29843.33984375,,,0.22739999771118163,,
1990-03-23,,,1921.6400146484375,337.2200012207031,30372.16015625,,,0.20459999084472658,,
1990-03-26,,,1934.780029296875,337.6300048828125,31840.490234375,,,0.19590000152587891,,
1990-03-27,,,1926.9200439453125,341.5,31825.9609375,,,0.21010000228881837,,
1990-03-28,,,1918.300048828125,342.0,31263.5703125,,,0.19770000457763673,,
1990-03-29,,,1955.8800048828125,340.7900085449219,31026.16015625,,,0.18459999084472656,,
1990-03-30,,,1966.75,339.94000244140625,29980.44921875,,,0.1972999954223633,,
1990-04-02,,,1935.260009765625,338.70001220703125,28002.0703125,,,0.22840000152587892,,
1990-04-03,,,1965.9100341796875,343.6400146484375,28759.720703125,,,0.20440000534057617,,
1990-04-04,,,1960.8900146484375,341.0899963378906,28442.939453125,,,0.22030000686645507,,
1990-04-05,,,1952.800048828125,340.7300109863281,28249.060546875,,,0.21209999084472655,,
1990-04-06,,,1959.0799560546875,340.0799865722656,29278.779296875,,,0.21760000228881837,,
1990-04-09,,,1919.780029296875,341.3699951171875,30397.9296875,,,0.22299999237060547,,
1990-04-10,,,1913.1400146484375,342.07000732421875,29624.6796875,,,0.21690000534057619,,
1990-04-11,,,1890.9000244140625,341.9200134277344,29440.279296875,,,0.17729999542236327,,
1990-04-12,,,1909.8699951171875,344.3399963378906,29623.19921875,,,0.19799999237060548,,
1990-04-13,,,,,29213.919921875,,,,,
1990-04-16,,,,344.739990234375,28463.1796875,,,0.2075,,
1990-04-17,,,1916.22998046875,344.67999267578125,28461.599609375,,,0.20379999160766601,,
1990-04-18,,,1896.9100341796875,340.7200012207031,29249.060546875,,,0.22670000076293945,,
1990-04-19,,,1873.7900390625,338.0899963378906,29945.41015625,,,0.22459999084472657,,
1990-04-20,,,1890.6199951171875,335.1199951171875,29835.439453125,,,0.23329999923706055,,
1990-04-23,,,1851.3499755859375,331.04998779296875,29679.0703125,,,0.24159999847412109,,
1990-04-24,,,1841.2099609375,330.3599853515625,29501.380859375,,,0.21700000762939453,,
1990-04-25,,,1845.93994140625,332.0299987792969,29564.359375,,,0.2086000061035156,,
1990-04-26,,,1830.9200439453125,332.9200134277344,29424.580078125,,,0.2025,,
1990-04-27,,,1817.800048828125,329.1099853515625,29584.80078125,,,0.22190000534057616,,
1990-04-30,,,1812.9100341796875,330.79998779296875,,,,0.19520000457763673,,
1990-05-01,,,,332.25,29689.830078125,,,0.1843000030517578,,
1990-05-02,,,1835.81005859375,334.4800109863281,30173.640625,,,0.1931999969482422,,
1990-05-03,,,1874.8499755859375,335.57000732421875,,,,0.17809999465942383,,
1990-05-04,,,1904.8499755859375,338.3900146484375,,,,0.17280000686645508,,
1990-05-07,,,1920.8800048828125,340.5299987792969,30956.26953125,,,0.17649999618530274,,
1990-05-08,,,1910.1800537109375,342.010009765625,30970.580078125,,,0.18489999771118165,,
1990-05-09,,,1903.6099853515625,342.8599853515625,30945.609375,,,0.1863999938964844,,
1990-05-10,,,1884.9000244140625,343.82000732421875,30980.259765625,,,0.1859000015258789,,
1990-05-11,,,1884.760009765625,352.0,31512.140625,,,0.19809999465942382,,
1990-05-14,,,1857.97998046875,354.75,32042.650390625,,,0.2013999938964844,,
1990-05-15,,,1843.77001953125,354.2799987792969,31997.0390625,,,0.19489999771118163,,
1990-05-16,,,1850.260009765625,354.0,31967.619140625,,,0.17709999084472655,,
1990-05-17,,,1831.5899658203125,354.4700012207031,32061.599609375,,,0.1727000045776367,,
1990-05-18,,,1856.449951171875,354.6400146484375,32013.720703125,,,0.17200000762939452,,
1990-05-21,,,1817.7099609375,358.0,31765.05078125,,,0.16719999313354492,,
1990-05-22,,,1803.25,358.42999267578125,31938.30078125,,,0.1784000015258789,,
1990-05-23,,,1833.6600341796875,359.2900085449219,32176.509765625,,,0.1718000030517578,,
1990-05-24,,,,358.4100036621094,32311.75,,,0.17700000762939452,,
1990-05-25,,,1826.989990234375,354.5799865722656,32793.87890625,,,0.17319999694824217,,
1990-05-28,,,1823.219970703125,,33191.609375,,,,,
1990-05-29,,,1851.949951171875,360.6499938964844,32817.671875,,,0.1875,,
1990-05-30,,,1843.3199462890625,360.8599853515625,32926.26171875,,,0.17440000534057618,,
1990-05-31,,,1836.68994140625,361.2300109863281,33130.80078125,,,0.173700008392334,,
1990-06-01,,,1850.239990234375,363.1600036621094,32891.12109375,,,0.17090000152587892,,
1990-06-04,,,,367.3999938964844,32925.37109375,,,0.1838999938964844,,
1990-06-05,,,1880.6300048828125,366.6400146484375,32921.62109375,,,0.1896999931335449,,
1990-06-06,,,1857.949951171875,364.9599914550781,32953.5,,,0.17420000076293946,,
1990-06-07,,,1846.1400146484375,363.1499938964844,33192.5,,,0.168799991607666,,
1990-06-08,,,1826.56005859375,358.7099914550781,32993.2890625,,,0.17579999923706055,,
1990-06-11,,,1809.7099609375,361.6300048828125,32540.1796875,,,0.1634000015258789,,
1990-06-12,,,1812.3499755859375,366.25,32322.310546875,,,0.16600000381469726,,
1990-06-13,,,1792.25,364.8999938964844,32371.76953125,,,0.17379999160766602,,
1990-06-14,,,,362.8999938964844,32668.109375,,,0.17399999618530274,,
1990-06-15,,,1787.280029296875,362.9100036621094,32538.400390625,,,0.15899999618530272,,
1990-06-18,,,1804.3800048828125,356.8800048828125,32376.80078125,,,0.17709999084472655,,
1990-06-19,,,1821.3399658203125,358.4700012207031,32040.380859375,,,0.15229999542236328,,
1990-06-20,,,1853.0999755859375,359.1000061035156,32087.759765625,,,0.15270000457763672,,
1990-06-21,,,1863.550048828125,360.4700012207031,32087.26953125,,,0.1472000026702881,,
1990-06-22,,,1874.06005859375,355.42999267578125,31694.5703125,,,0.19360000610351558,,
1990-06-25,,,1881.8800048828125,352.30999755859375,31124.189453125,,,0.17059999465942383,,
1990-06-26,,,1887.8800048828125,352.05999755859375,31571.76953125,,,0.16290000915527345,,
1990-06-27,,,1887.300048828125,355.1400146484375,32312.75,,,0.16,,
1990-06-28,,,1911.0799560546875,357.6300048828125,32106.189453125,,,0.16180000305175782,,
1990-06-29,,,1884.6700439453125,358.0199890136719,31940.240234375,,,0.155,,
1990-07-02,,,1911.3399658203125,359.5400085449219,32160.23046875,,,0.16260000228881835,,
1990-07-03,,,1911.260009765625,360.1600036621094,32414.599609375,,,0.16110000610351563,,
1990-07-04,,,1927.18994140625,,32445.919921875,,,,,
1990-07-05,,,1927.0699462890625,355.67999267578125,32351.669921875,,,0.1725,,
1990-07-06,,,1924.0999755859375,358.4200134277344,32445.119140625,,,0.1640999984741211,,
1990-07-09,,,1927.280029296875,359.5199890136719,32538.279296875,,,0.1665999984741211,,
1990-07-10,,,1904.02001953125,356.489990234375,32152.4296875,,,0.16920000076293945,,
1990-07-11,,,1902.3599853515625,361.2300109863281,32294.1796875,,,0.16680000305175782,,
1990-07-12,,,1929.239990234375,365.44000244140625,32575.3203125,,,0.17059999465942383,,
1990-07-13,,,1931.8499755859375,367.30999755859375,32644.369140625,,,0.17090000152587892,,
1990-07-16,,,1932.4300537109375,368.9500122070313,33021.73046875,,,0.1675,,
1990-07-17,,,1929.06005859375,367.5199890136719,33172.28125,,,0.1665999984741211,,
1990-07-18,,,1962.0699462890625,364.2200012207031,33048.109375,,,0.18899999618530272,,
1990-07-19,,,1962.219970703125,365.3200073242187,33055.62109375,,,0.18559999465942384,,
1990-07-20,,,1950.1600341796875,361.6099853515625,32421.51953125,,,0.15630000114440917,,
1990-07-23,,,1939.8199462890625,355.30999755859375,31894.7890625,,,0.2368000030517578,,
1990-07-24,,,1922.6700439453125,355.7900085449219,31702.4609375,,,0.21790000915527344,,
1990-07-25,,,1924.3399658203125,357.0899963378906,31701.26953125,,,0.20190000534057617,,
1990-07-26,,,1930.5699462890625,355.9100036621094,31369.75,,,0.20260000228881836,,
1990-07-27,,,1920.25,353.44000244140625,30863.48046875,,,0.211200008392334,,
1990-07-30,,,1909.199951171875,355.54998779296875,30442.94921875,,,0.2115999984741211,,
1990-07-31,,,1922.9200439453125,356.1499938964844,31035.66015625,,,0.2111000061035156,,
1990-08-01,,,1903.97998046875,355.5199890136719,30837.990234375,,,0.2163999938964844,,
1990-08-02,,,1870.8900146484375,351.4800109863281,30245.1796875,,,0.2043000030517578,,
1990-08-03,,,1848.5,344.8599853515625,29515.759765625,,,0.28739999771118163,,
1990-08-06,,,1759.5899658203125,334.42999267578125,28599.529296875,,,0.3590999984741211,,
1990-08-07,,,1786.0400390625,334.8299865722656,27653.0703125,,,0.3275,,
1990-08-08,,,1733.5699462890625,338.3500061035156,28509.140625,,,0.2827000045776367,,
1990-08-09,,,1751.510009765625,339.94000244140625,27615.73046875,,,0.24389999389648442,,
1990-08-10,,,1752.47998046875,335.5199890136719,27329.55078125,,,0.2575,,
1990-08-13,,,1721.5400390625,338.8399963378906,26176.4296875,,,0.25739999771118166,,
1990-08-14,,,1714.530029296875,339.3900146484375,26672.529296875,,,0.2418000030517578,,
1990-08-15,,,1737.52001953125,340.05999755859375,28112.119140625,,,0.23309999465942383,,
1990-08-16,,,1739.5799560546875,332.3900146484375,27549.439453125,,,0.2715999984741211,,
1990-08-17,,,1677.8900146484375,327.8299865722656,26786.720703125,,,0.27530000686645506,,
1990-08-20,,,1645.3800048828125,328.510009765625,26490.470703125,,,0.2645999908447266,,
1990-08-21,,,1584.989990234375,321.8599853515625,26297.83984375,,,0.28899999618530275,,
1990-08-22,,,1568.1800537109375,316.54998779296875,25210.91015625,,,0.3054999923706055,,
1990-08-23,,,1532.2900390625,307.05999755859375,23737.630859375,,,0.36470001220703124,,
1990-08-24,,,1545.760009765625,311.510009765625,24165.759765625,,,0.33930000305175784,,
1990-08-27,,,1633.6099853515625,321.44000244140625,25141.759765625,,,0.296299991607666,,
1990-08-28,,,1623.06005859375,321.3399963378906,25710.759765625,,,0.291200008392334,,
1990-08-29,,,1626.18994140625,324.19000244140625,24894.7890625,,,0.273799991607666,,
1990-08-30,,,1653.550048828125,318.7099914550781,25669.9609375,,,0.2988999938964844,,
1990-08-31,,,1622.010009765625,322.55999755859375,25978.369140625,,,0.2989999961853027,,
1990-09-03,,,1620.1500244140625,,25420.4296875,,,,,
1990-09-04,,,1605.6800537109375,323.0899963378906,24907.640625,,,0.2957999992370606,,
1990-09-05,,,1581.6600341796875,324.3900146484375,24078.33984375,,,0.2852000045776367,,
1990-09-06,,,1555.93994140625,320.4599914550781,23811.91015625,,,0.30190000534057615,,
1990-09-07,,,1559.6700439453125,323.3999938964844,23962.0703125,,,0.2872999954223633,,
1990-09-10,,,1603.4200439453125,321.6300048828125,25080.900390625,,,0.2934000015258789,,
1990-09-11,,,1578.989990234375,321.0400085449219,24604.66015625,,,0.283799991607666,,
1990-09-12,,,1599.3499755859375,322.5400085449219,25216.140625,,,0.281200008392334,,
1990-09-13,,,1581.260009765625,318.6499938964844,25075.080078125,,,0.29329999923706057,,
1990-09-14,,,1561.800048828125,316.8299865722656,24897.4609375,,,0.30559999465942383,,
1990-09-17,,,1527.3199462890625,317.7699890136719,24365.599609375,,,0.2954999923706055,,
1990-09-18,,,1509.8900146484375,318.6000061035156,23884.8203125,,,0.28819999694824217,,
1990-09-19,,,1479.4000244140625,316.6000061035156,23726.169921875,,,0.278799991607666,,
1990-09-20,,,1465.77001953125,311.4800109863281,23602.98046875,,,0.2865999984741211,,
1990-09-21,,,1430.469970703125,311.32000732421875,23777.830078125,,,0.30040000915527343,,
1990-09-24,,,1426.31005859375,304.5899963378906,,,,0.30559999465942383,,
1990-09-25,,,1367.9000244140625,308.260009765625,23359.3203125,,,0.2880999946594238,,
1990-09-26,,,1377.0899658203125,305.05999755859375,22250.619140625,,,0.2819000053405762,,
1990-09-27,,,1399.5,300.9700012207031,21771.91015625,,,0.28670000076293944,,
1990-09-28,,,1327.97998046875,306.04998779296875,20983.5,,,0.2911000061035156,,
1990-10-01,,,1405.6700439453125,314.94000244140625,20221.859375,,,0.2805999946594238,,
1990-10-02,,,1448.449951171875,315.2099914550781,22898.41015625,,,0.27280000686645506,,
1990-10-03,,,,311.3999938964844,22849.390625,,,0.27899999618530275,,
1990-10-04,,,1413.3800048828125,312.69000244140625,22278.189453125,,,0.27510000228881837,,
1990-10-05,,,1402.550048828125,311.5,22827.650390625,,,0.27850000381469725,,
1990-10-08,,,1458.0699462890625,313.4800109863281,23630.0,,,0.2804000091552734,,
1990-10-09,,,1445.93994140625,305.1000061035156,23495.109375,,,0.30709999084472656,,
1990-10-10,,,1406.02001953125,300.3900146484375,,,,0.31190000534057616,,
1990-10-11,,,1425.6400146484375,295.4599914550781,22585.630859375,,,0.3397999954223633,,
1990-10-12,,,1461.9000244140625,300.0299987792969,22390.16015625,,,0.31940000534057617,,
1990-10-15,,,1472.72998046875,303.2300109863281,23109.19921875,,,0.31639999389648443,,
1990-10-16,,,1462.7099609375,298.9200134277344,23606.099609375,,,0.3145000076293945,,
1990-10-17,,,1441.31005859375,298.760009765625,23859.359375,,,0.313700008392334,,
1990-10-18,,,1468.5400390625,305.739990234375,24367.080078125,,,0.29600000381469727,,
1990-10-19,,,1484.0899658203125,312.4800109863281,24481.490234375,,,0.2786000061035156,,
1990-10-22,,,1474.1600341796875,314.760009765625,25070.859375,,,0.2727000045776367,,
1990-10-23,,,1488.3399658203125,312.3599853515625,25298.30078125,,,0.2756999969482422,,
1990-10-24,,,1523.1700439453125,312.6000061035156,24876.880859375,,,0.28280000686645507,,
1990-10-25,,,1498.510009765625,310.1700134277344,25352.630859375,,,0.2904000091552734,,
1990-10-26,,,1463.1199951171875,304.7099914550781,25005.640625,,,0.3075,,
1990-10-29,,,1453.1800537109375,301.8800048828125,25329.310546875,,,0.31540000915527344,,
1990-10-30,,,1439.719970703125,304.05999755859375,25242.400390625,,,0.30520000457763674,,
1990-10-31,,,1434.5,304.0,25194.099609375,,,0.30040000915527343,,
1990-11-01,,,1421.22998046875,307.0199890136719,24295.16015625,,,0.3025,,
1990-11-02,,,1420.050048828125,311.8500061035156,24194.990234375,,,0.3003000068664551,,
1990-11-05,,,1422.8299560546875,314.5899963378906,24385.330078125,,,0.29850000381469727,,
1990-11-06,,,1404.760009765625,311.6199951171875,23965.75,,,0.2911000061035156,,
1990-11-07,,,1370.5,306.010009765625,23500.25,,,0.30870000839233397,,
1990-11-08,,,1359.1800537109375,307.6099853515625,22969.810546875,,,0.30790000915527344,,
1990-11-09,,,1384.1199951171875,313.739990234375,22931.80078125,,,0.2695999908447266,,
1990-11-12,,,1409.8199462890625,319.4800109863281,,,,0.2560000038146973,,
1990-11-13,,,1421.81005859375,317.6700134277344,23973.669921875,,,0.24579999923706056,,
1990-11-14,,,1402.300048828125,320.3999938964844,23937.439453125,,,0.2288999938964844,,
1990-11-15,,,1417.47998046875,317.0199890136719,23487.48046875,,,0.2256999969482422,,
1990-11-16,,,1430.199951171875,317.1199951171875,23171.630859375,,,0.2134000015258789,,
1990-11-19,,,1462.81005859375,319.3399963378906,23518.16015625,,,0.20950000762939452,,
1990-11-20,,,1459.8699951171875,315.30999755859375,23205.48046875,,,0.20090000152587892,,
1990-11-21,,,,316.0299987792969,22816.990234375,,,0.2109000015258789,,
1990-11-22,,,1496.050048828125,,23400.279296875,,,,,
1990-11-23,,,1477.0400390625,315.1000061035156,,,,0.20979999542236327,,
1990-11-26,,,1458.280029296875,316.510009765625,23762.859375,,,0.22760000228881835,,
1990-11-27,,,1434.3699951171875,318.1000061035156,23623.509765625,,,0.22860000610351558,,
1990-11-28,,,1425.6700439453125,317.95001220703125,23053.880859375,,,0.22959999084472657,,
1990-11-29,,,1424.4100341796875,316.4200134277344,22712.599609375,,,0.23909999847412108,,
1990-11-30,,,1436.5699462890625,322.2200012207031,22454.630859375,,,0.2215999984741211,,
1990-12-03,,,1466.4000244140625,324.1000061035156,22725.990234375,,,0.22290000915527344,,
1990-12-04,,,1442.699951171875,326.3500061035156,21862.609375,,,0.22030000686645507,,
1990-12-05,,,1459.9000244140625,329.9200134277344,22193.720703125,,,0.20940000534057618,,
1990-12-06,,,1493.06005859375,329.07000732421875,22553.099609375,,,0.22620000839233398,,
1990-12-07,,,1510.97998046875,327.75,23522.490234375,,,0.2259000015258789,,
1990-12-10,,,1514.5999755859375,328.8900146484375,23784.669921875,,,0.23579999923706055,,
1990-12-11,,,1487.6800537109375,326.44000244140625,23956.970703125,,,0.2375,,
1990-12-12,,,1518.5799560546875,330.19000244140625,23999.41015625,,,0.2128000068664551,,
1990-12-13,,,1527.3599853515625,329.3399963378906,24642.970703125,,,0.23049999237060548,,
1990-12-14,,,1513.25,326.82000732421875,24349.5,,,0.23850000381469727,,
1990-12-17,,,1491.1300048828125,326.0199890136719,24087.91015625,,,0.24850000381469728,,
1990-12-18,,,1480.3199462890625,330.04998779296875,24424.01953125,,,0.23110000610351558,,
1990-12-19,,,1460.97998046875,330.20001220703125,24876.779296875,,,0.23079999923706054,,
1990-12-20,,,1417.9599609375,330.1199951171875,24524.939453125,,,0.231299991607666,,
1990-12-21,,,1421.22998046875,331.75,24119.599609375,,,0.2265999984741211,,
1990-12-24,,,,329.8999938964844,,,,0.24030000686645508,,
1990-12-25,,,,,23767.880859375,,,,,
1990-12-26,,,,330.8500061035156,23887.560546875,,,0.2418000030517578,,
1990-12-27,,,1413.3199462890625,328.2900085449219,23940.69921875,,,0.24809999465942384,,
1990-12-28,,,1389.3499755859375,328.7200012207031,23848.7109375,,,0.2504999923706055,,
1990-12-31,,,,330.2200012207031,,,,0.26379999160766604,,
1991-01-02,,,1359.4300537109375,326.45001220703125,,,,0.266200008392334,,
1991-01-03,,,1370.06005859375,321.9100036621094,,,,0.27930000305175784,,
1991-01-04,,,1390.0799560546875,321.0,24069.1796875,,,0.2719000053405762,,
1991-01-07,,,1356.47998046875,315.44000244140625,23736.5703125,,,0.28950000762939454,,
1991-01-08,,,1351.2099609375,314.8999938964844,22897.83984375,,,0.303799991607666,,
1991-01-09,,,1367.719970703125,311.489990234375,22969.26953125,,,0.33299999237060546,,
1991-01-10,,,1376.760009765625,314.5299987792969,23047.359375,,,0.31329999923706053,,
1991-01-11,,,1377.489990234375,315.2300109863281,23241.01953125,,,0.32630001068115233,,
1991-01-14,,,1345.260009765625,312.489990234375,23213.23046875,,,0.36200000762939455,,
1991-01-15,,,1317.1700439453125,313.7300109863281,,,,0.3615999984741211,,
1991-01-16,,,1324.93994140625,316.1700134277344,22442.69921875,,,0.3320000076293945,,
1991-01-17,,,1404.3499755859375,327.9700012207031,23446.810546875,,,0.2745000076293945,,
1991-01-18,,,1401.6500244140625,332.2300109863281,23808.30078125,,,0.25389999389648443,,
1991-01-21,,,1393.02001953125,331.05999755859375,23352.189453125,,,0.24329999923706055,,
1991-01-22,,,1373.9100341796875,328.30999755859375,23253.650390625,,,0.24899999618530275,,
1991-01-23,,,1365.469970703125,330.2099914550781,23050.099609375,,,0.23920000076293946,,
1991-01-24,,,1379.5699462890625,334.7799987792969,23269.009765625,,,0.22860000610351558,,
1991-01-25,,,1381.300048828125,336.07000732421875,23573.25,,,0.22200000762939454,,
1991-01-28,,,1378.5,336.0299987792969,23569.439453125,,,0.23049999237060548,,
1991-01-29,,,1388.3900146484375,335.8399963378906,23460.119140625,,,0.23170000076293945,,
1991-01-30,,,1395.5400390625,340.9100036621094,23409.609375,,,0.213700008392334,,
1991-01-31,,,1421.1600341796875,343.92999267578125,23293.140625,,,0.20909999847412108,,
1991-02-01,,,1417.52001953125,343.04998779296875,23156.69921875,,,0.21040000915527343,,
1991-02-04,,,1446.22998046875,348.3399963378906,23287.359375,,,0.2186000061035156,,
1991-02-05,,,1442.72998046875,351.260009765625,23821.5703125,,,0.21459999084472656,,
1991-02-06,,,1425.219970703125,358.07000732421875,23952.0390625,,,0.22680000305175782,,
1991-02-07,,,1442.8299560546875,356.5199890136719,24104.4296875,,,0.23600000381469727,,
1991-02-08,,,1449.0699462890625,359.3500061035156,24296.080078125,,,0.233799991607666,,
1991-02-11,,,1493.1800537109375,368.5799865722656,,,,0.22559999465942382,,
1991-02-12,,,1470.010009765625,365.5,24935.009765625,,,0.22260000228881835,,
1991-02-13,,,1482.8699951171875,369.0199890136719,25139.470703125,,,0.2086000061035156,,
1991-02-14,,,1497.2900390625,364.2200012207031,25356.369140625,,,0.21479999542236328,,
1991-02-15,,,1500.6199951171875,369.05999755859375,25343.740234375,,,0.1956999969482422,,
1991-02-18,,,1557.8699951171875,,26230.009765625,,,,,
1991-02-19,,,1588.56005859375,369.3900146484375,26166.98046875,,,0.19840000152587892,,
1991-02-20,,,1567.260009765625,365.1400146484375,26198.7890625,,,0.22260000228881835,,
1991-02-21,,,1569.5400390625,364.9700012207031,26024.369140625,,,0.20780000686645508,,
1991-02-22,,,1574.77001953125,365.6499938964844,25902.810546875,,,0.21010000228881837,,
1991-02-25,,,1606.06005859375,367.260009765625,26462.759765625,,,0.22860000610351558,,
1991-02-26,,,1564.7900390625,362.80999755859375,26282.9609375,,,0.20379999160766601,,
1991-02-27,,,1553.989990234375,367.739990234375,26094.25,,,0.21260000228881837,,
1991-02-28,,,1564.449951171875,367.0700073242187,26409.220703125,,,0.21229999542236327,,
1991-03-01,,,1521.300048828125,370.4700012207031,25881.5703125,,,0.21229999542236327,,
1991-03-04,,,1529.31005859375,369.3299865722656,25976.01953125,,,0.2086000061035156,,
1991-03-05,,,1546.6099853515625,376.7200012207031,25913.48046875,,,0.20450000762939452,,
1991-03-06,,,1584.1500244140625,376.1700134277344,26382.990234375,,,0.20549999237060546,,
1991-03-07,,,1586.68994140625,375.9100036621094,26397.9609375,,,0.21049999237060546,,
1991-03-08,,,1604.6700439453125,374.9500122070313,26607.51953125,,,0.20809999465942383,,
1991-03-11,,,1575.68994140625,372.9599914550781,26669.369140625,,,0.20879999160766602,,
1991-03-12,,,1568.469970703125,370.0299987792969,26727.419921875,,,0.1881999969482422,,
1991-03-13,,,1558.75,374.5700073242187,26418.3203125,,,0.1609000015258789,,
1991-03-14,,,1563.6400146484375,373.5,26542.330078125,,,0.149399995803833,,
1991-03-15,,,1572.2099609375,373.5899963378906,26843.099609375,,,0.1489999961853027,,
1991-03-18,,,1558.22998046875,372.1099853515625,27146.91015625,,,0.15789999961853027,,
1991-03-19,,,1542.8499755859375,366.5899963378906,27006.66015625,,,0.16110000610351563,,
1991-03-20,,,1530.68994140625,367.9200134277344,26449.349609375,,,0.16040000915527344,,
1991-03-21,,,1527.5400390625,366.5799865722656,,,,0.16860000610351564,,
1991-03-22,,,1507.6400146484375,367.4800109863281,26613.189453125,,,0.16489999771118163,,
